"","Date","Date_MY","Comments","Users","Posts","Total","Men..20.years.and.older","Women..20.years.and.older","X16.to.19.years.old","White","Black.or.African.American","Asian","Hispanic.or.Latino"
"1483","2017-09-03","2017-9",NA,2714,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1484","2017-09-04","2017-9",NA,2717,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1485","2017-09-05","2017-9",NA,2721,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1486","2017-09-06","2017-9",NA,2718,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1487","2017-09-07","2017-9",NA,2721,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1488","2017-09-08","2017-9",NA,2723,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1489","2017-09-09","2017-9",NA,2724,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1490","2017-09-10","2017-9",NA,2726,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1491","2017-09-11","2017-9",NA,2731,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1492","2017-09-12","2017-9",NA,2738,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1493","2017-09-13","2017-9",NA,2739,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1494","2017-09-14","2017-9",NA,2740,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1495","2017-09-15","2017-9",NA,2742,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1496","2017-09-16","2017-9",NA,2743,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1497","2017-09-17","2017-9",NA,2747,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1498","2017-09-18","2017-9",NA,2749,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1499","2017-09-19","2017-9",NA,2750,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1500","2017-09-20","2017-9",NA,2752,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1501","2017-09-21","2017-9",NA,2753,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1502","2017-09-22","2017-9",NA,2752,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1503","2017-09-23","2017-9",NA,2753,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1504","2017-09-24","2017-9",NA,2757,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1505","2017-09-25","2017-9",NA,2757,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1506","2017-09-26","2017-9",NA,2761,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1507","2017-09-27","2017-9",NA,2767,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1508","2017-09-28","2017-9",NA,2768,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1509","2017-09-29","2017-9",NA,2770,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1510","2017-09-30","2017-9",NA,2777,NA,63.1,71.8,58.6,35.8,63,62.7,64.3,66.4
"1511","2017-10-01","2017-10",NA,2781,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1512","2017-10-02","2017-10",NA,2783,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1513","2017-10-03","2017-10",NA,2786,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1514","2017-10-04","2017-10",NA,2791,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1515","2017-10-05","2017-10",NA,2793,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1516","2017-10-06","2017-10",NA,2796,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1517","2017-10-07","2017-10",NA,2798,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1518","2017-10-08","2017-10",NA,2800,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1519","2017-10-09","2017-10",NA,2802,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1520","2017-10-10","2017-10",NA,2805,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1521","2017-10-11","2017-10",NA,2810,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1522","2017-10-12","2017-10",NA,2815,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1523","2017-10-13","2017-10",NA,2818,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1524","2017-10-14","2017-10",NA,2825,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1525","2017-10-15","2017-10",NA,2827,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1526","2017-10-16","2017-10",NA,2827,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1527","2017-10-17","2017-10",NA,2828,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1528","2017-10-18","2017-10",NA,2832,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1529","2017-10-19","2017-10",NA,2834,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1530","2017-10-20","2017-10",NA,2836,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1531","2017-10-21","2017-10",NA,2840,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1532","2017-10-22","2017-10",NA,2845,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1533","2017-10-23","2017-10",NA,2848,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1534","2017-10-24","2017-10",NA,2852,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1535","2017-10-25","2017-10",NA,2853,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1536","2017-10-26","2017-10",NA,2855,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1537","2017-10-27","2017-10",NA,2859,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1538","2017-10-28","2017-10",NA,2862,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1539","2017-10-29","2017-10",NA,2864,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1540","2017-10-30","2017-10",NA,2867,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1541","2017-10-31","2017-10",NA,2871,NA,62.7,71.6,58.2,34.5,62.6,62.2,63.6,65.5
"1542","2017-11-01","2017-11",NA,2872,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1543","2017-11-02","2017-11",NA,2876,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1544","2017-11-03","2017-11",NA,2879,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1545","2017-11-04","2017-11",NA,2882,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1546","2017-11-05","2017-11",NA,2885,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1547","2017-11-06","2017-11",NA,2888,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1548","2017-11-07","2017-11",NA,2891,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1549","2017-11-08","2017-11",NA,2894,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1550","2017-11-09","2017-11",NA,2897,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1551","2017-11-10","2017-11",NA,2900,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1552","2017-11-11","2017-11",NA,2906,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1553","2017-11-12","2017-11",NA,2905,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1554","2017-11-13","2017-11",NA,2911,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1555","2017-11-14","2017-11",NA,2913,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1556","2017-11-15","2017-11",NA,2921,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1557","2017-11-16","2017-11",NA,2924,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1558","2017-11-17","2017-11",NA,2929,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1559","2017-11-18","2017-11",NA,2936,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1560","2017-11-19","2017-11",NA,2942,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1561","2017-11-20","2017-11",NA,2945,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1562","2017-11-21","2017-11",NA,2947,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1563","2017-11-22","2017-11",NA,2948,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1564","2017-11-23","2017-11",NA,2951,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1565","2017-11-24","2017-11",NA,2954,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1566","2017-11-25","2017-11",NA,2957,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1567","2017-11-26","2017-11",NA,2964,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1568","2017-11-27","2017-11",NA,2971,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1569","2017-11-28","2017-11",NA,2974,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1570","2017-11-29","2017-11",NA,2976,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1571","2017-11-30","2017-11",NA,2982,NA,62.7,71.5,58.4,34.7,62.7,62.4,63,65.5
"1572","2017-12-01","2017-12",NA,2981,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1573","2017-12-02","2017-12",NA,2982,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1574","2017-12-03","2017-12",NA,2984,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1575","2017-12-04","2017-12",NA,2988,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1576","2017-12-05","2017-12",NA,2991,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1577","2017-12-06","2017-12",NA,2990,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1578","2017-12-07","2017-12",NA,2993,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1579","2017-12-08","2017-12",NA,2997,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1580","2017-12-09","2017-12",NA,2999,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1581","2017-12-10","2017-12",NA,3002,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1582","2017-12-11","2017-12",NA,3003,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1583","2017-12-12","2017-12",NA,3005,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1584","2017-12-13","2017-12",NA,3007,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1585","2017-12-14","2017-12",NA,3011,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1586","2017-12-15","2017-12",NA,3011,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1587","2017-12-16","2017-12",NA,3014,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1588","2017-12-17","2017-12",NA,3019,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1589","2017-12-18","2017-12",NA,3019,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1590","2017-12-19","2017-12",NA,3017,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1591","2017-12-20","2017-12",NA,3029,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1592","2017-12-21","2017-12",NA,3034,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1593","2017-12-22","2017-12",NA,3035,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1594","2017-12-23","2017-12",NA,3029,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1595","2017-12-24","2017-12",NA,3032,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1596","2017-12-25","2017-12",NA,3033,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1597","2017-12-26","2017-12",NA,3040,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1598","2017-12-27","2017-12",NA,3044,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1599","2017-12-28","2017-12",NA,3046,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1600","2017-12-29","2017-12",NA,3047,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1601","2017-12-30","2017-12",NA,3059,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1602","2017-12-31","2017-12",NA,3062,NA,62.7,71.6,58.2,34.5,62.7,62.2,62.7,65.7
"1603","2018-01-01","2018-1",NA,3068,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1604","2018-01-02","2018-1",NA,3071,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1605","2018-01-03","2018-1",NA,3075,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1606","2018-01-04","2018-1",NA,3079,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1607","2018-01-05","2018-1",NA,3087,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1608","2018-01-06","2018-1",NA,3089,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1609","2018-01-07","2018-1",NA,3090,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1610","2018-01-08","2018-1",NA,3090,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1611","2018-01-09","2018-1",NA,3092,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1612","2018-01-10","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1613","2018-01-11","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1614","2018-01-12","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1615","2018-01-13","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1616","2018-01-14","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1617","2018-01-15","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1618","2018-01-16","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1619","2018-01-17","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1620","2018-01-18","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1621","2018-01-19","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1622","2018-01-20","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1623","2018-01-21","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1624","2018-01-22","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1625","2018-01-23","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1626","2018-01-24","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1627","2018-01-25","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1628","2018-01-26","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1629","2018-01-27","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1630","2018-01-28","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1631","2018-01-29","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1632","2018-01-30","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1633","2018-01-31","2018-1",NA,NA,NA,62.7,71.6,58.1,35.5,62.7,62.1,63.1,65.8
"1634","2018-02-01","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1635","2018-02-02","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1636","2018-02-03","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1637","2018-02-04","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1638","2018-02-05","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1639","2018-02-06","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1640","2018-02-07","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1641","2018-02-08","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1642","2018-02-09","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1643","2018-02-10","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1644","2018-02-11","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1645","2018-02-12","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1646","2018-02-13","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1647","2018-02-14","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1648","2018-02-15","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1649","2018-02-16","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1650","2018-02-17","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1651","2018-02-18","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1652","2018-02-19","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1653","2018-02-20","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1654","2018-02-21","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1655","2018-02-22","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1656","2018-02-23","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1657","2018-02-24","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1658","2018-02-25","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1659","2018-02-26","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1660","2018-02-27","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1661","2018-02-28","2018-2",NA,NA,NA,63,71.9,58.4,36.1,63,62.9,62.6,66.2
"1662","2018-03-01","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1663","2018-03-02","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1664","2018-03-03","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1665","2018-03-04","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1666","2018-03-05","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1667","2018-03-06","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1668","2018-03-07","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1669","2018-03-08","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1670","2018-03-09","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1671","2018-03-10","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1672","2018-03-11","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1673","2018-03-12","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1674","2018-03-13","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1675","2018-03-14","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1676","2018-03-15","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1677","2018-03-16","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1678","2018-03-17","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1679","2018-03-18","2018-3",NA,3323,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1680","2018-03-19","2018-3",NA,3332,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1681","2018-03-20","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1682","2018-03-21","2018-3",NA,3333,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1683","2018-03-22","2018-3",NA,3339,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1684","2018-03-23","2018-3",NA,3339,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1685","2018-03-24","2018-3",NA,3343,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1686","2018-03-25","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1687","2018-03-26","2018-3",NA,3350,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1688","2018-03-27","2018-3",NA,3353,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1689","2018-03-28","2018-3",NA,3366,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1690","2018-03-29","2018-3",NA,3369,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1691","2018-03-30","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1692","2018-03-31","2018-3",NA,NA,NA,62.9,71.8,58.3,35.5,62.9,62.7,63.2,65.8
"1693","2018-04-01","2018-4",NA,3371,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1694","2018-04-02","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1695","2018-04-03","2018-4",NA,3375,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1696","2018-04-04","2018-4",NA,3377,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1697","2018-04-05","2018-4",NA,3378,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1698","2018-04-06","2018-4",NA,3380,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1699","2018-04-07","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1700","2018-04-08","2018-4",NA,3457,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1701","2018-04-09","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1702","2018-04-10","2018-4",NA,3468,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1703","2018-04-11","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1704","2018-04-12","2018-4",NA,3479,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1705","2018-04-13","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1706","2018-04-14","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1707","2018-04-15","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1708","2018-04-16","2018-4",NA,3495,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1709","2018-04-17","2018-4",NA,3496,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1710","2018-04-18","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1711","2018-04-19","2018-4",NA,3505,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1712","2018-04-20","2018-4",NA,3508,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1713","2018-04-21","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1714","2018-04-22","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1715","2018-04-23","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1716","2018-04-24","2018-4",NA,3517,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1717","2018-04-25","2018-4",NA,3523,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1718","2018-04-26","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1719","2018-04-27","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1720","2018-04-28","2018-4",NA,3534,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1721","2018-04-29","2018-4",NA,3539,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1722","2018-04-30","2018-4",NA,NA,NA,62.9,71.9,58.3,34.9,62.9,61.9,63.4,66.5
"1723","2018-05-01","2018-5",NA,3542,NA,62.9,71.8,58.3,34.8,63,62.2,62.9,66.4
"1724","2018-05-02","2018-5",NA,NA,NA,62.9,71.8,58.3,34.8,63,62.2,62.9,66.4
"1725","2018-05-03","2018-5",NA,3543,NA,62.9,71.8,58.3,34.8,63,62.2,62.9,66.4
"1726","2018-05-04","2018-5",NA,3544,NA,62.9,71.8,58.3,34.8,63,62.2,62.9,66.4
"1727","2018-05-05","2018-5",NA,3542,NA,62.9,71.8,58.3,34.8,63,62.2,62.9,66.4
"1728","2018-05-06","2018-5",NA,NA,NA,62.9,71.8,58.3,34.8,63,62.2,62.9,66.4
"1729","2018-05-07","2018-5",NA,3552,NA,62.9,71.8,58.3,34.8,63,62.2,62.9,66.4
"1730","2018-05-08","2018-5",NA,3553,NA,62.9,71.8,58.3,34.8,63,62.2,62.9,66.4
